SKU_ID,Product_Name,Category,Sub_Category,MRP,Store_Price,Lead_Time_Days,Inventory_Turn
DM-F4125,FMCG Item 4125,FMCG,Shampoo,473,435,4,21
DM-A4126,Apparel Item 4126,Apparel,Kids,1043,625,12,29
DM-S4127,Staples Item 4127,Staples,Oil,749,636,1,26
DM-A4128,Apparel Item 4128,Apparel,Womens,606,363,11,33
DM-S4129,Staples Item 4129,Staples,Dal,680,578,3,15
DM-G4130,General Item 4130,General,Toys,1839,1379,12,33
DM-S4131,Staples Item 4131,Staples,Flour,733,623,1,44
DM-A4132,Apparel Item 4132,Apparel,Mens,481,288,10,34
DM-A4133,Apparel Item 4133,Apparel,Kids,553,331,13,17
DM-A4134,Apparel Item 4134,Apparel,Mens,305,183,13,43
DM-G4135,General Item 4135,General,Bedding,699,524,9,40
DM-G4136,General Item 4136,General,Bedding,287,215,12,37
DM-F4137,FMCG Item 4137,FMCG,Shampoo,169,155,5,40
DM-G4138,General Item 4138,General,Bedding,613,459,9,17
DM-S4139,Staples Item 4139,Staples,Rice,146,124,3,16
DM-F4140,FMCG Item 4140,FMCG,Shampoo,467,429,4,37
DM-G4141,General Item 4141,General,Bedding,1632,1224,10,20
DM-A4142,Apparel Item 4142,Apparel,Mens,307,184,11,43
DM-F4143,FMCG Item 4143,FMCG,Biscuits,112,103,4,19
DM-G4144,General Item 4144,General,Toys,1537,1152,12,41
DM-F4145,FMCG Item 4145,FMCG,Biscuits,200,184,3,34
DM-F4146,FMCG Item 4146,FMCG,Snacks,438,402,4,33
DM-F4147,FMCG Item 4147,FMCG,Shampoo,39,35,5,33
DM-A4148,Apparel Item 4148,Apparel,Mens,496,297,15,37
DM-G4149,General Item 4149,General,Kitchen,1712,1284,7,20
DM-S4150,Staples Item 4150,Staples,Oil,468,397,3,37
DM-S4151,Staples Item 4151,Staples,Oil,240,204,2,42
DM-G4152,General Item 4152,General,Kitchen,1057,792,7,39
DM-S4153,Staples Item 4153,Staples,Rice,387,328,3,45
DM-G4154,General Item 4154,General,Toys,148,111,7,23
DM-G4155,General Item 4155,General,Toys,1906,1429,8,41
DM-A4156,Apparel Item 4156,Apparel,Mens,936,561,11,19
DM-G4157,General Item 4157,General,Bedding,347,260,12,45
DM-G4158,General Item 4158,General,Bedding,638,478,11,37
DM-A4159,Apparel Item 4159,Apparel,Mens,1092,655,15,24
DM-G4160,General Item 4160,General,Kitchen,657,492,11,18
DM-F4161,FMCG Item 4161,FMCG,Snacks,279,256,3,39
DM-A4162,Apparel Item 4162,Apparel,Mens,676,405,15,44
DM-S4163,Staples Item 4163,Staples,Flour,377,320,1,41
DM-A4164,Apparel Item 4164,Apparel,Kids,461,276,10,19
DM-F4165,FMCG Item 4165,FMCG,Shampoo,159,146,3,22
DM-F4166,FMCG Item 4166,FMCG,Snacks,86,79,4,41
DM-F4167,FMCG Item 4167,FMCG,Biscuits,17,15,5,26
DM-G4168,General Item 4168,General,Toys,1163,872,11,35
DM-G4169,General Item 4169,General,Toys,608,456,9,32
DM-S4170,Staples Item 4170,Staples,Rice,262,222,1,16
DM-S4171,Staples Item 4171,Staples,Dal,468,397,1,30
DM-A4172,Apparel Item 4172,Apparel,Womens,387,232,15,43
DM-F4173,FMCG Item 4173,FMCG,Shampoo,400,368,5,27
DM-G4174,General Item 4174,General,Kitchen,1857,1392,7,35
DM-F4175,FMCG Item 4175,FMCG,Snacks,62,57,3,27
DM-A4176,Apparel Item 4176,Apparel,Kids,229,137,15,44
DM-S4177,Staples Item 4177,Staples,Oil,853,725,1,45
DM-G4178,General Item 4178,General,Kitchen,1883,1412,9,19
DM-A4179,Apparel Item 4179,Apparel,Mens,695,417,12,20
DM-S4180,Staples Item 4180,Staples,Oil,617,524,2,37
DM-G4181,General Item 4181,General,Toys,125,93,12,45
DM-A4182,Apparel Item 4182,Apparel,Mens,987,592,14,45
DM-A4183,Apparel Item 4183,Apparel,Womens,236,141,13,31
DM-G4184,General Item 4184,General,Bedding,1784,1338,7,23
DM-A4185,Apparel Item 4185,Apparel,Kids,893,535,12,16
DM-F4186,FMCG Item 4186,FMCG,Biscuits,74,68,5,15
DM-G4187,General Item 4187,General,Toys,713,534,10,25
DM-S4188,Staples Item 4188,Staples,Dal,200,170,1,32
DM-F4189,FMCG Item 4189,FMCG,Shampoo,237,218,5,43
DM-F4190,FMCG Item 4190,FMCG,Snacks,223,205,5,18
DM-G4191,General Item 4191,General,Bedding,1484,1113,8,28
DM-F4192,FMCG Item 4192,FMCG,Biscuits,92,84,3,23
DM-S4193,Staples Item 4193,Staples,Flour,254,215,2,20
DM-F4194,FMCG Item 4194,FMCG,Soap,284,261,4,17
DM-F4195,FMCG Item 4195,FMCG,Soap,472,434,5,39
DM-S4196,Staples Item 4196,Staples,Rice,374,317,1,20
DM-A4197,Apparel Item 4197,Apparel,Womens,207,124,12,18
DM-A4198,Apparel Item 4198,Apparel,Kids,1196,717,10,26
DM-F4199,FMCG Item 4199,FMCG,Shampoo,241,221,4,15
DM-G4200,General Item 4200,General,Bedding,912,684,11,44
DM-S4201,Staples Item 4201,Staples,Rice,227,192,2,23
DM-A4202,Apparel Item 4202,Apparel,Mens,1149,689,11,23
DM-A4203,Apparel Item 4203,Apparel,Mens,1036,621,14,31
DM-F4204,FMCG Item 4204,FMCG,Shampoo,487,448,5,16
DM-A4205,Apparel Item 4205,Apparel,Kids,1170,702,12,31
DM-F4206,FMCG Item 4206,FMCG,Biscuits,469,431,4,31
DM-A4207,Apparel Item 4207,Apparel,Mens,1113,667,13,43
DM-F4208,FMCG Item 4208,FMCG,Biscuits,449,413,4,17
DM-F4209,FMCG Item 4209,FMCG,Soap,305,280,4,32
DM-A4210,Apparel Item 4210,Apparel,Kids,265,159,11,32
DM-F4211,FMCG Item 4211,FMCG,Biscuits,93,85,3,40
DM-G4212,General Item 4212,General,Toys,647,485,9,28
DM-G4213,General Item 4213,General,Kitchen,1681,1260,8,45
DM-F4214,FMCG Item 4214,FMCG,Soap,335,308,3,41
DM-G4215,General Item 4215,General,Bedding,421,315,7,18
DM-S4216,Staples Item 4216,Staples,Oil,550,467,1,17
DM-F4217,FMCG Item 4217,FMCG,Snacks,28,25,4,23
DM-F4218,FMCG Item 4218,FMCG,Shampoo,374,344,5,18
DM-F4219,FMCG Item 4219,FMCG,Soap,50,46,4,30
DM-G4220,General Item 4220,General,Kitchen,129,96,12,21
DM-F4221,FMCG Item 4221,FMCG,Biscuits,68,62,3,40
DM-G4222,General Item 4222,General,Kitchen,231,173,9,20
DM-G4223,General Item 4223,General,Toys,1089,816,9,28
DM-A4224,Apparel Item 4224,Apparel,Womens,657,394,14,42
DM-G4225,General Item 4225,General,Toys,305,228,10,28
DM-A4226,Apparel Item 4226,Apparel,Mens,532,319,12,16
DM-G4227,General Item 4227,General,Toys,1375,1031,10,26
DM-G4228,General Item 4228,General,Kitchen,1513,1134,10,41
DM-G4229,General Item 4229,General,Bedding,1726,1294,8,23
DM-A4230,Apparel Item 4230,Apparel,Mens,199,119,11,44
DM-F4231,FMCG Item 4231,FMCG,Shampoo,431,396,5,32
DM-S4232,Staples Item 4232,Staples,Flour,606,515,3,33
DM-S4233,Staples Item 4233,Staples,Dal,503,427,2,23
DM-F4234,FMCG Item 4234,FMCG,Shampoo,228,209,3,22
DM-G4235,General Item 4235,General,Toys,830,622,7,20
DM-S4236,Staples Item 4236,Staples,Rice,203,172,1,16
DM-A4237,Apparel Item 4237,Apparel,Kids,1097,658,13,36
DM-F4238,FMCG Item 4238,FMCG,Soap,289,265,3,23
DM-G4239,General Item 4239,General,Kitchen,933,699,12,35
DM-G4240,General Item 4240,General,Toys,560,420,7,34
DM-A4241,Apparel Item 4241,Apparel,Kids,947,568,14,17
DM-S4242,Staples Item 4242,Staples,Flour,400,340,2,29
DM-G4243,General Item 4243,General,Toys,1399,1049,9,29
DM-F4244,FMCG Item 4244,FMCG,Soap,116,106,3,23
DM-G4245,General Item 4245,General,Bedding,1341,1005,9,38
DM-F4246,FMCG Item 4246,FMCG,Soap,153,140,3,44
DM-G4247,General Item 4247,General,Kitchen,818,613,7,23
DM-S4248,Staples Item 4248,Staples,Oil,475,403,2,36
DM-G4249,General Item 4249,General,Kitchen,1679,1259,9,28
DM-A4250,Apparel Item 4250,Apparel,Mens,697,418,10,15
DM-A4251,Apparel Item 4251,Apparel,Womens,372,223,13,41
DM-S4252,Staples Item 4252,Staples,Flour,313,266,1,35
DM-G4253,General Item 4253,General,Bedding,929,696,11,21
DM-G4254,General Item 4254,General,Toys,1892,1419,7,21
DM-A4255,Apparel Item 4255,Apparel,Kids,1130,678,11,15
DM-F4256,FMCG Item 4256,FMCG,Snacks,194,178,3,28
DM-G4257,General Item 4257,General,Toys,1798,1348,11,17
DM-S4258,Staples Item 4258,Staples,Rice,202,171,3,42
DM-A4259,Apparel Item 4259,Apparel,Kids,1192,715,11,29
DM-A4260,Apparel Item 4260,Apparel,Kids,200,120,13,27
DM-S4261,Staples Item 4261,Staples,Flour,273,232,3,25
DM-A4262,Apparel Item 4262,Apparel,Womens,735,441,11,30
DM-F4263,FMCG Item 4263,FMCG,Snacks,240,220,5,38
DM-A4264,Apparel Item 4264,Apparel,Womens,1057,634,14,43
DM-A4265,Apparel Item 4265,Apparel,Mens,352,211,10,16
DM-F4266,FMCG Item 4266,FMCG,Soap,263,241,3,27
DM-A4267,Apparel Item 4267,Apparel,Kids,835,501,11,31
DM-A4268,Apparel Item 4268,Apparel,Mens,793,475,15,18
DM-F4269,FMCG Item 4269,FMCG,Snacks,291,267,3,29
DM-A4270,Apparel Item 4270,Apparel,Mens,1113,667,15,38
DM-S4271,Staples Item 4271,Staples,Flour,557,473,3,41
DM-A4272,Apparel Item 4272,Apparel,Womens,661,396,11,35
DM-S4273,Staples Item 4273,Staples,Dal,871,740,3,31
DM-F4274,FMCG Item 4274,FMCG,Soap,374,344,4,24
DM-F4275,FMCG Item 4275,FMCG,Shampoo,471,433,4,21
DM-A4276,Apparel Item 4276,Apparel,Mens,207,124,14,22
DM-S4277,Staples Item 4277,Staples,Dal,906,770,1,38
DM-G4278,General Item 4278,General,Kitchen,573,429,8,45
DM-A4279,Apparel Item 4279,Apparel,Kids,974,584,13,30
DM-G4280,General Item 4280,General,Bedding,1839,1379,10,26
DM-G4281,General Item 4281,General,Bedding,623,467,11,16
DM-S4282,Staples Item 4282,Staples,Dal,175,148,3,45
DM-S4283,Staples Item 4283,Staples,Oil,76,64,2,32
DM-G4284,General Item 4284,General,Kitchen,1449,1086,10,34
DM-G4285,General Item 4285,General,Toys,1493,1119,12,30
DM-A4286,Apparel Item 4286,Apparel,Womens,341,204,12,17
DM-A4287,Apparel Item 4287,Apparel,Womens,973,583,15,20
DM-F4288,FMCG Item 4288,FMCG,Soap,437,402,3,29
DM-A4289,Apparel Item 4289,Apparel,Womens,1136,681,13,45
DM-S4290,Staples Item 4290,Staples,Flour,695,590,3,15
DM-S4291,Staples Item 4291,Staples,Flour,890,756,2,23
DM-S4292,Staples Item 4292,Staples,Oil,975,828,1,28
DM-G4293,General Item 4293,General,Toys,1905,1428,10,15
DM-G4294,General Item 4294,General,Kitchen,561,420,7,33
DM-S4295,Staples Item 4295,Staples,Rice,802,681,3,27
DM-G4296,General Item 4296,General,Bedding,1023,767,10,31
DM-F4297,FMCG Item 4297,FMCG,Snacks,48,44,3,29
DM-S4298,Staples Item 4298,Staples,Oil,313,266,2,27
DM-S4299,Staples Item 4299,Staples,Dal,678,576,3,38
DM-A4300,Apparel Item 4300,Apparel,Womens,1145,687,15,29
DM-S4301,Staples Item 4301,Staples,Flour,872,741,1,32
DM-S4302,Staples Item 4302,Staples,Oil,878,746,1,15
DM-F4303,FMCG Item 4303,FMCG,Shampoo,203,186,5,37
DM-F4304,FMCG Item 4304,FMCG,Biscuits,232,213,4,21
DM-G4305,General Item 4305,General,Bedding,968,726,8,44
DM-S4306,Staples Item 4306,Staples,Dal,656,557,1,18
DM-F4307,FMCG Item 4307,FMCG,Biscuits,449,413,4,27
DM-A4308,Apparel Item 4308,Apparel,Kids,634,380,15,29
DM-F4309,FMCG Item 4309,FMCG,Biscuits,144,132,4,33
DM-S4310,Staples Item 4310,Staples,Flour,80,68,2,17
DM-A4311,Apparel Item 4311,Apparel,Kids,1092,655,14,28
DM-G4312,General Item 4312,General,Toys,1430,1072,9,23
DM-G4313,General Item 4313,General,Toys,1231,923,10,19
DM-F4314,FMCG Item 4314,FMCG,Shampoo,160,147,4,38
DM-F4315,FMCG Item 4315,FMCG,Snacks,195,179,5,38
DM-F4316,FMCG Item 4316,FMCG,Soap,383,352,5,20
DM-G4317,General Item 4317,General,Bedding,427,320,7,41
DM-G4318,General Item 4318,General,Kitchen,350,262,11,35
DM-S4319,Staples Item 4319,Staples,Oil,787,668,3,19
DM-F4320,FMCG Item 4320,FMCG,Shampoo,170,156,5,41
DM-G4321,General Item 4321,General,Bedding,312,234,11,37
DM-G4322,General Item 4322,General,Bedding,1785,1338,11,43
DM-G4323,General Item 4323,General,Kitchen,116,87,7,39
DM-F4324,FMCG Item 4324,FMCG,Soap,396,364,3,38
DM-S4325,Staples Item 4325,Staples,Rice,742,630,3,35
DM-F4326,FMCG Item 4326,FMCG,Shampoo,430,395,3,22
DM-F4327,FMCG Item 4327,FMCG,Snacks,257,236,3,32
DM-A4328,Apparel Item 4328,Apparel,Kids,475,285,14,42
DM-F4329,FMCG Item 4329,FMCG,Biscuits,48,44,4,40
DM-A4330,Apparel Item 4330,Apparel,Womens,591,354,11,25
DM-A4331,Apparel Item 4331,Apparel,Kids,1189,713,12,44
DM-A4332,Apparel Item 4332,Apparel,Kids,751,450,14,25
DM-S4333,Staples Item 4333,Staples,Oil,450,382,2,42
DM-A4334,Apparel Item 4334,Apparel,Womens,400,240,12,20
DM-F4335,FMCG Item 4335,FMCG,Shampoo,253,232,4,24
DM-S4336,Staples Item 4336,Staples,Dal,614,521,1,18
DM-F4337,FMCG Item 4337,FMCG,Shampoo,176,161,5,26
DM-S4338,Staples Item 4338,Staples,Oil,616,523,3,16
DM-A4339,Apparel Item 4339,Apparel,Womens,612,367,10,44
DM-S4340,Staples Item 4340,Staples,Oil,244,207,2,24
DM-S4341,Staples Item 4341,Staples,Dal,925,786,3,41
DM-A4342,Apparel Item 4342,Apparel,Womens,1032,619,12,38
DM-S4343,Staples Item 4343,Staples,Rice,597,507,3,21
DM-S4344,Staples Item 4344,Staples,Dal,206,175,1,25
DM-S4345,Staples Item 4345,Staples,Rice,621,527,2,27
DM-G4346,General Item 4346,General,Bedding,691,518,10,24
DM-S4347,Staples Item 4347,Staples,Dal,80,68,2,41
DM-G4348,General Item 4348,General,Bedding,1776,1332,10,25
DM-A4349,Apparel Item 4349,Apparel,Kids,887,532,15,22
DM-F4350,FMCG Item 4350,FMCG,Shampoo,163,149,3,34
DM-A4351,Apparel Item 4351,Apparel,Kids,1139,683,15,17
DM-F4352,FMCG Item 4352,FMCG,Biscuits,466,428,4,22
DM-S4353,Staples Item 4353,Staples,Dal,697,592,3,27
DM-A4354,Apparel Item 4354,Apparel,Womens,201,120,15,22
DM-S4355,Staples Item 4355,Staples,Rice,105,89,3,41
DM-S4356,Staples Item 4356,Staples,Flour,482,409,3,21
DM-A4357,Apparel Item 4357,Apparel,Womens,243,145,14,32
DM-F4358,FMCG Item 4358,FMCG,Soap,209,192,5,33
DM-F4359,FMCG Item 4359,FMCG,Snacks,381,350,5,29
DM-F4360,FMCG Item 4360,FMCG,Soap,352,323,4,16
DM-F4361,FMCG Item 4361,FMCG,Biscuits,55,50,3,39
DM-S4362,Staples Item 4362,Staples,Oil,972,826,2,35
DM-A4363,Apparel Item 4363,Apparel,Kids,266,159,11,16
DM-S4364,Staples Item 4364,Staples,Flour,344,292,3,40
DM-G4365,General Item 4365,General,Toys,1235,926,7,34
DM-F4366,FMCG Item 4366,FMCG,Biscuits,13,11,4,18
DM-G4367,General Item 4367,General,Bedding,1722,1291,9,22
DM-F4368,FMCG Item 4368,FMCG,Shampoo,298,274,5,15
DM-S4369,Staples Item 4369,Staples,Oil,505,429,3,42
DM-F4370,FMCG Item 4370,FMCG,Biscuits,74,68,4,41
DM-G4371,General Item 4371,General,Bedding,435,326,12,19
DM-A4372,Apparel Item 4372,Apparel,Kids,199,119,15,45
DM-A4373,Apparel Item 4373,Apparel,Mens,527,316,15,34
DM-F4374,FMCG Item 4374,FMCG,Biscuits,100,92,5,23
DM-A4375,Apparel Item 4375,Apparel,Kids,929,557,14,36
DM-F4376,FMCG Item 4376,FMCG,Snacks,49,45,3,42
DM-G4377,General Item 4377,General,Kitchen,1398,1048,8,24
DM-S4378,Staples Item 4378,Staples,Rice,978,831,2,29
DM-F4379,FMCG Item 4379,FMCG,Shampoo,377,346,3,18
DM-G4380,General Item 4380,General,Kitchen,1574,1180,11,40
DM-A4381,Apparel Item 4381,Apparel,Kids,910,546,10,44
DM-G4382,General Item 4382,General,Toys,157,117,12,28
DM-S4383,Staples Item 4383,Staples,Rice,770,654,1,32
DM-G4384,General Item 4384,General,Kitchen,926,694,11,41
DM-F4385,FMCG Item 4385,FMCG,Biscuits,172,158,4,16
DM-A4386,Apparel Item 4386,Apparel,Womens,762,457,11,35
DM-S4387,Staples Item 4387,Staples,Rice,758,644,2,33
DM-S4388,Staples Item 4388,Staples,Rice,523,444,1,39
DM-G4389,General Item 4389,General,Kitchen,708,531,11,29
DM-A4390,Apparel Item 4390,Apparel,Kids,297,178,15,27
DM-G4391,General Item 4391,General,Bedding,540,405,7,19
DM-G4392,General Item 4392,General,Kitchen,519,389,10,27
DM-G4393,General Item 4393,General,Bedding,279,209,12,35
DM-S4394,Staples Item 4394,Staples,Dal,762,647,3,15
DM-G4395,General Item 4395,General,Kitchen,1325,993,8,31
DM-A4396,Apparel Item 4396,Apparel,Mens,509,305,15,42
DM-F4397,FMCG Item 4397,FMCG,Snacks,213,195,4,44
DM-G4398,General Item 4398,General,Kitchen,225,168,8,43
DM-G4399,General Item 4399,General,Kitchen,413,309,11,40
DM-F4400,FMCG Item 4400,FMCG,Soap,204,187,3,45
DM-F4401,FMCG Item 4401,FMCG,Snacks,248,228,3,23
DM-A4402,Apparel Item 4402,Apparel,Womens,1048,628,12,30
DM-S4403,Staples Item 4403,Staples,Rice,558,474,1,44
DM-A4404,Apparel Item 4404,Apparel,Kids,846,507,10,18
DM-G4405,General Item 4405,General,Toys,1032,774,11,20
DM-F4406,FMCG Item 4406,FMCG,Biscuits,252,231,5,37
DM-A4407,Apparel Item 4407,Apparel,Womens,423,253,13,15
DM-G4408,General Item 4408,General,Kitchen,1249,936,7,17
DM-S4409,Staples Item 4409,Staples,Rice,848,720,2,37
DM-S4410,Staples Item 4410,Staples,Rice,219,186,3,19
DM-F4411,FMCG Item 4411,FMCG,Soap,243,223,5,24
DM-G4412,General Item 4412,General,Bedding,821,615,10,23
DM-F4413,FMCG Item 4413,FMCG,Biscuits,196,180,3,15
DM-S4414,Staples Item 4414,Staples,Flour,510,433,1,34
DM-A4415,Apparel Item 4415,Apparel,Womens,544,326,14,21
DM-S4416,Staples Item 4416,Staples,Rice,513,436,1,16
DM-S4417,Staples Item 4417,Staples,Oil,973,827,1,20
DM-A4418,Apparel Item 4418,Apparel,Mens,212,127,12,39
DM-F4419,FMCG Item 4419,FMCG,Shampoo,305,280,3,17
DM-A4420,Apparel Item 4420,Apparel,Kids,759,455,14,28
DM-A4421,Apparel Item 4421,Apparel,Mens,992,595,10,45
DM-F4422,FMCG Item 4422,FMCG,Snacks,484,445,5,28
DM-G4423,General Item 4423,General,Kitchen,1369,1026,7,31
DM-S4424,Staples Item 4424,Staples,Oil,68,57,1,17
DM-A4425,Apparel Item 4425,Apparel,Womens,866,519,13,32
DM-S4426,Staples Item 4426,Staples,Oil,707,600,2,28
DM-F4427,FMCG Item 4427,FMCG,Biscuits,237,218,4,28
DM-G4428,General Item 4428,General,Toys,589,441,9,16
DM-F4429,FMCG Item 4429,FMCG,Biscuits,111,102,4,42
DM-F4430,FMCG Item 4430,FMCG,Shampoo,195,179,4,38
DM-G4431,General Item 4431,General,Kitchen,257,192,9,39
DM-A4432,Apparel Item 4432,Apparel,Kids,1141,684,11,37
DM-G4433,General Item 4433,General,Kitchen,1792,1344,9,19
DM-G4434,General Item 4434,General,Toys,352,264,9,29
DM-F4435,FMCG Item 4435,FMCG,Snacks,284,261,3,22
DM-G4436,General Item 4436,General,Toys,921,690,10,26
DM-A4437,Apparel Item 4437,Apparel,Kids,973,583,15,17
DM-S4438,Staples Item 4438,Staples,Dal,605,514,1,43
DM-F4439,FMCG Item 4439,FMCG,Soap,310,285,5,36
DM-A4440,Apparel Item 4440,Apparel,Mens,1044,626,14,24
DM-G4441,General Item 4441,General,Bedding,1010,757,12,30
DM-S4442,Staples Item 4442,Staples,Flour,190,161,1,42
DM-S4443,Staples Item 4443,Staples,Dal,61,51,2,37
DM-G4444,General Item 4444,General,Toys,1033,774,10,22
DM-A4445,Apparel Item 4445,Apparel,Womens,859,515,14,40
DM-A4446,Apparel Item 4446,Apparel,Kids,691,414,11,27
DM-F4447,FMCG Item 4447,FMCG,Soap,152,139,4,21
DM-G4448,General Item 4448,General,Kitchen,106,79,12,19
DM-G4449,General Item 4449,General,Toys,1516,1137,9,39
DM-G4450,General Item 4450,General,Toys,361,270,10,41
DM-F4451,FMCG Item 4451,FMCG,Snacks,204,187,4,30
DM-F4452,FMCG Item 4452,FMCG,Shampoo,357,328,5,34
DM-S4453,Staples Item 4453,Staples,Dal,994,844,3,27
DM-S4454,Staples Item 4454,Staples,Oil,183,155,3,36
DM-S4455,Staples Item 4455,Staples,Rice,340,289,2,22
DM-A4456,Apparel Item 4456,Apparel,Mens,813,487,14,40
DM-F4457,FMCG Item 4457,FMCG,Biscuits,331,304,5,26
DM-F4458,FMCG Item 4458,FMCG,Shampoo,447,411,5,26
DM-A4459,Apparel Item 4459,Apparel,Mens,282,169,11,33
DM-A4460,Apparel Item 4460,Apparel,Womens,699,419,10,30
DM-S4461,Staples Item 4461,Staples,Dal,996,846,3,42
DM-S4462,Staples Item 4462,Staples,Flour,172,146,1,41
DM-F4463,FMCG Item 4463,FMCG,Snacks,197,181,5,31
DM-A4464,Apparel Item 4464,Apparel,Kids,933,559,10,21
DM-S4465,Staples Item 4465,Staples,Dal,944,802,1,32
DM-F4466,FMCG Item 4466,FMCG,Shampoo,195,179,3,26
DM-A4467,Apparel Item 4467,Apparel,Womens,835,501,13,15
DM-G4468,General Item 4468,General,Bedding,217,162,11,36
DM-A4469,Apparel Item 4469,Apparel,Womens,358,214,14,45
DM-F4470,FMCG Item 4470,FMCG,Biscuits,191,175,3,24
DM-G4471,General Item 4471,General,Toys,427,320,11,20
DM-S4472,Staples Item 4472,Staples,Flour,974,827,3,33
DM-A4473,Apparel Item 4473,Apparel,Womens,529,317,12,15
DM-A4474,Apparel Item 4474,Apparel,Kids,503,301,13,23
DM-G4475,General Item 4475,General,Kitchen,1885,1413,10,34
DM-F4476,FMCG Item 4476,FMCG,Biscuits,267,245,4,27
DM-F4477,FMCG Item 4477,FMCG,Soap,282,259,4,16
DM-F4478,FMCG Item 4478,FMCG,Biscuits,14,12,3,17
DM-F4479,FMCG Item 4479,FMCG,Soap,115,105,5,35
DM-A4480,Apparel Item 4480,Apparel,Mens,710,426,15,25
DM-F4481,FMCG Item 4481,FMCG,Biscuits,340,312,4,34
DM-S4482,Staples Item 4482,Staples,Rice,163,138,3,26
DM-A4483,Apparel Item 4483,Apparel,Womens,825,495,10,30
DM-G4484,General Item 4484,General,Bedding,1633,1224,12,31
DM-S4485,Staples Item 4485,Staples,Flour,332,282,1,19
DM-S4486,Staples Item 4486,Staples,Dal,579,492,3,21
DM-A4487,Apparel Item 4487,Apparel,Mens,476,285,11,21
DM-G4488,General Item 4488,General,Kitchen,1519,1139,12,20
DM-F4489,FMCG Item 4489,FMCG,Biscuits,381,350,4,19
DM-F4490,FMCG Item 4490,FMCG,Shampoo,474,436,3,15
DM-G4491,General Item 4491,General,Kitchen,425,318,11,21
DM-F4492,FMCG Item 4492,FMCG,Soap,351,322,4,44
DM-S4493,Staples Item 4493,Staples,Rice,83,70,1,33
DM-A4494,Apparel Item 4494,Apparel,Kids,729,437,14,35
DM-A4495,Apparel Item 4495,Apparel,Kids,1000,600,14,15
DM-G4496,General Item 4496,General,Bedding,133,99,9,42
DM-F4497,FMCG Item 4497,FMCG,Soap,268,246,4,18
DM-G4498,General Item 4498,General,Toys,960,720,12,39
DM-A4499,Apparel Item 4499,Apparel,Womens,444,266,15,20
DM-G4500,General Item 4500,General,Bedding,950,712,11,23
DM-S4501,Staples Item 4501,Staples,Dal,668,567,3,20
DM-S4502,Staples Item 4502,Staples,Oil,116,98,1,24
DM-A4503,Apparel Item 4503,Apparel,Womens,264,158,15,26
DM-G4504,General Item 4504,General,Kitchen,1019,764,12,25
DM-A4505,Apparel Item 4505,Apparel,Womens,934,560,10,29
DM-S4506,Staples Item 4506,Staples,Rice,711,604,3,19
DM-S4507,Staples Item 4507,Staples,Dal,591,502,2,40
DM-F4508,FMCG Item 4508,FMCG,Shampoo,463,425,3,32
DM-F4509,FMCG Item 4509,FMCG,Biscuits,299,275,4,32
DM-A4510,Apparel Item 4510,Apparel,Kids,332,199,13,36
DM-G4511,General Item 4511,General,Toys,865,648,9,21
DM-S4512,Staples Item 4512,Staples,Dal,337,286,1,18
DM-G4513,General Item 4513,General,Bedding,1005,753,8,38
DM-G4514,General Item 4514,General,Toys,834,625,10,17
DM-A4515,Apparel Item 4515,Apparel,Kids,475,285,11,39
DM-F4516,FMCG Item 4516,FMCG,Biscuits,42,38,4,27
DM-F4517,FMCG Item 4517,FMCG,Biscuits,415,381,3,34
DM-G4518,General Item 4518,General,Toys,222,166,7,40
DM-A4519,Apparel Item 4519,Apparel,Kids,1001,600,12,19
DM-S4520,Staples Item 4520,Staples,Oil,353,300,3,30
DM-S4521,Staples Item 4521,Staples,Rice,299,254,1,43
DM-F4522,FMCG Item 4522,FMCG,Biscuits,487,448,5,43
DM-S4523,Staples Item 4523,Staples,Flour,697,592,1,28
DM-F4524,FMCG Item 4524,FMCG,Biscuits,324,298,5,19
DM-A4525,Apparel Item 4525,Apparel,Mens,1151,690,11,17
DM-G4526,General Item 4526,General,Kitchen,741,555,9,45
DM-G4527,General Item 4527,General,Bedding,1093,819,8,39
DM-S4528,Staples Item 4528,Staples,Flour,194,164,1,29
DM-F4529,FMCG Item 4529,FMCG,Soap,165,151,3,42
DM-G4530,General Item 4530,General,Bedding,907,680,11,15
DM-G4531,General Item 4531,General,Bedding,1251,938,11,28
DM-F4532,FMCG Item 4532,FMCG,Snacks,74,68,3,32
DM-S4533,Staples Item 4533,Staples,Flour,841,714,1,22
DM-G4534,General Item 4534,General,Kitchen,238,178,8,43
DM-G4535,General Item 4535,General,Kitchen,1096,822,11,24
DM-S4536,Staples Item 4536,Staples,Dal,396,336,2,16
DM-S4537,Staples Item 4537,Staples,Rice,130,110,2,17
DM-G4538,General Item 4538,General,Kitchen,695,521,7,42
DM-G4539,General Item 4539,General,Toys,596,447,9,42
DM-G4540,General Item 4540,General,Kitchen,485,363,11,39
DM-F4541,FMCG Item 4541,FMCG,Shampoo,103,94,4,17
DM-G4542,General Item 4542,General,Toys,1279,959,12,30
DM-S4543,Staples Item 4543,Staples,Dal,415,352,1,42
DM-A4544,Apparel Item 4544,Apparel,Womens,1065,639,14,33
DM-A4545,Apparel Item 4545,Apparel,Womens,200,120,13,23
DM-A4546,Apparel Item 4546,Apparel,Womens,1150,690,15,36
DM-F4547,FMCG Item 4547,FMCG,Snacks,174,160,5,29
DM-F4548,FMCG Item 4548,FMCG,Snacks,235,216,4,38
